Title	Sample@acc	Run@acc	Experiment@acc	Experiment@name	Study@name	Platform	instrument_model	LIBRARY_NAME	LIBRARY_STRATEGY	LIBRARY_SOURCE	LIBRARY_SELECTION	Statistics@total_bases	Unnamed: 13	Platform (Sequel/Sequel II/Revio)	Type (CLR/HiFi)
Sequel sequencing	ERS2227382	ERR2213521	ERX2267875	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19736638	WGS	GENOMIC	RANDOM	6025450248		Sequel	CLR
Sequel sequencing	ERS2227382	ERR2213520	ERX2267874	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19736638	WGS	GENOMIC	RANDOM	5463372815		Sequel	CLR
Sequel sequencing	ERS2227382	ERR2213519	ERX2267873	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19736638	WGS	GENOMIC	RANDOM	4380425923		Sequel	CLR
Sequel sequencing	ERS2227382	ERR2213518	ERX2267872	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19736638	WGS	GENOMIC	RANDOM	4788734646		Sequel	CLR
Sequel sequencing	ERS2227382	ERR2213517	ERX2267871	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19736638	WGS	GENOMIC	RANDOM	5104942165		Sequel	CLR
Sequel sequencing	ERS2227382	ERR2213516	ERX2267870	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19736638	WGS	GENOMIC	RANDOM	4781228680		Sequel	CLR
Sequel sequencing	ERS2227386	ERR3041787	ERX3115377	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	2999254125		Sequel	CLR
Sequel sequencing	ERS2227386	ERR3013206	ERX3015658	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	1719000805		Sequel	CLR
Sequel sequencing	ERS2227386	ERR3013205	ERX3015657	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	1384469625		Sequel	CLR
Sequel sequencing	ERS2227386	ERR3013204	ERX3015656	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	4049960014		Sequel	CLR
Sequel sequencing	ERS2227386	ERR3013203	ERX3015655	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	3208491873		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2990042	ERX2992457	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	2962987874		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213554	ERX2267908	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	529701124		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213498	ERX2267852	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	6314544513		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213497	ERX2267851	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	8323693542		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213496	ERX2267850	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	3466254940		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213495	ERX2267849	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	6871676917		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213494	ERX2267848	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	5192959113		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213493	ERX2267847	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	2737066311		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213492	ERX2267846	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	3092063319		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213491	ERX2267845	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	1963670837		Sequel	CLR
Sequel sequencing	ERS2227386	ERR2213490	ERX2267844	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	18772875	WGS	GENOMIC	RANDOM	2007879371		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219176	ERX2272647	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	3220361867		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219175	ERX2272646	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	4438125053		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219174	ERX2272645	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	6470099839		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219173	ERX2272644	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	5726023845		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219172	ERX2272643	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	6082373339		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219171	ERX2272642	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	4314972369		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219170	ERX2272641	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	4476360996		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219169	ERX2272640	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	4527470581		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219168	ERX2272639	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	4001897557		Sequel	CLR
Sequel sequencing	ERS2227473	ERR2219167	ERX2272638	Sequel sequencing	Vertebrate_Genome_Project_FISH	PACBIO_SMRT	Sequel	19659637	WGS	GENOMIC	RANDOM	5369279330		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2564869	ERX2583213	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	2573265301		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2564868	ERX2583212	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	3567274497		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2564867	ERX2583211	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	4554831987		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531135	ERX2549564	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	4228370181		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531134	ERX2549563	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	3446998757		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531133	ERX2549562	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	3589543940		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531132	ERX2549561	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	6225716480		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531131	ERX2549560	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5313189182		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531130	ERX2549559	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5632098597		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531129	ERX2549558	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	7436456607		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531128	ERX2549557	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	6472296916		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531127	ERX2549556	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	6126895920		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531126	ERX2549555	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5826380565		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531125	ERX2549554	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5948402413		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531124	ERX2549553	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	34135488		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531123	ERX2549552	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	3663741471		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531122	ERX2549551	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	4476241236		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531121	ERX2549550	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	2111079153		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531120	ERX2549549	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5353845098		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531119	ERX2549548	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5186342560		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531118	ERX2549547	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5355113859		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531117	ERX2549546	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	108376413		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531116	ERX2549545	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5789920028		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531115	ERX2549544	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5697287476		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531114	ERX2549543	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	6673900317		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531113	ERX2549542	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5554762777		Sequel	CLR
Sequel sequencing	ERS2580766	ERR2531112	ERX2549541	Sequel sequencing	Vertebrate_Genome_Project_MOUSE	PACBIO_SMRT	Sequel	18772874	WGS	GENOMIC	RANDOM	5976603223		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3130277	ERX3159559	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5354956034		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3130276	ERX3159558	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	8325129830		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3130275	ERX3159557	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	7192466098		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3130274	ERX3159556	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	8294903210		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3130273	ERX3159555	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	6738196386		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3085906	ERX3146749	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	8854431816		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3085905	ERX3146748	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	8284137668		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041796	ERX3115386	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	4290650100		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041795	ERX3115385	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2635918135		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041794	ERX3115384	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	1713472637		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041793	ERX3115383	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5940574117		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041792	ERX3115382	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5897433212		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041791	ERX3115381	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5795202226		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041790	ERX3115380	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5630083972		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041789	ERX3115379	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5655688992		Sequel	CLR
Sequel sequencing	ERS2699787	ERR3041788	ERX3115378	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5635687903		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2880946	ERX2886279	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2587487223		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2880945	ERX2886278	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	0		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2880944	ERX2886277	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2101665554		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2880943	ERX2886276	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2874790478		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2880942	ERX2886275	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2572657078		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2880941	ERX2886274	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3362467235		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2863117	ERX2869355	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	4869427444		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2863116	ERX2869354	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5617345287		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854340	ERX2860929	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5459593377		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854339	ERX2860928	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5473012956		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854338	ERX2860927	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5320848712		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854337	ERX2860926	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3321743712		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854336	ERX2860925	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3897329925		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854335	ERX2860924	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5760044442		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854334	ERX2860923	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5495459335		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854333	ERX2860922	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5742549292		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854332	ERX2860921	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	6302336715		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854331	ERX2860920	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	1654622		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854330	ERX2860919	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	5668153049		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2854329	ERX2860918	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3803291548		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2847037	ERX2853726	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	4740991801		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2847036	ERX2853725	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3739048941		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2847035	ERX2853724	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	4620622274		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2711284	ERX2725453	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	1484572473		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2711283	ERX2725452	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	1235472122		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704409	ERX2718796	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2539468585		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704408	ERX2718795	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	1385195341		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704407	ERX2718794	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	1865146602		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704406	ERX2718793	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3802153172		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704405	ERX2718792	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2322565846		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704404	ERX2718791	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	4516969657		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704403	ERX2718790	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	4629793247		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704402	ERX2718789	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3711239532		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704401	ERX2718788	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2452305079		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704400	ERX2718787	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3555090239		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704399	ERX2718786	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	2040533633		Sequel	CLR
Sequel sequencing	ERS2699787	ERR2704398	ERX2718785	Sequel sequencing	Vertebrate_Genome_Project_CAECILIAN	PACBIO_SMRT	Sequel	19308520	WGS	GENOMIC	RANDOM	3321957310		Sequel	CLR
